"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.504107383E1,2.390528870E-1,3.331921234E0,9.173523560E0
3.505111383E1,2.074685669E-1,3.314407654E0,9.152567139E0
3.506115383E1,1.637594604E-1,3.325933685E0,9.139095154E0
3.507119483E1,1.154100037E-1,3.325484619E0,9.129515076E0
3.508123483E1,1.010398865E-1,3.316652985E0,9.106313324E0
3.509130583E1,1.052311707E-1,3.314557343E0,9.116192780E0
3.510134583E1,1.166075134E-1,3.298840027E0,9.147777100E0
3.511138583E1,1.416055298E-1,3.294648743E0,9.172775116E0
3.512142583E1,1.546284485E-1,3.299738159E0,9.213041382E0
3.513146683E1,1.374142456E-1,3.275787964E0,9.216783600E0
3.514150683E1,1.296304321E-1,3.268752594E0,9.270521851E0
3.515157783E1,1.413061523E-1,3.290158081E0,9.289981384E0
3.516161783E1,1.681004333E-1,3.278482361E0,9.242979126E0
3.517165783E1,1.556762695E-1,3.290906525E0,9.225914612E0
3.518169883E1,6.661148071E-2,3.359613647E0,9.215286713E0
3.519173492E1,4.790039063E-2,3.371139679E0,9.202263794E0
3.520177492E1,7.469467163E-2,3.424428864E0,9.220825195E0
3.521184592E1,8.831634521E-2,3.510799255E0,9.234297180E0
3.522188592E1,7.768844604E-2,3.532504120E0,9.207652588E0
3.523192692E1,8.322692871E-2,3.540737000E0,9.202563171E0
3.524196692E1,1.475930786E-1,3.548969879E0,9.172625427E0
3.525200692E1,2.008822632E-1,3.553909607E0,9.207502899E0
3.526207792E1,2.049238586E-1,3.592379608E0,9.253607025E0
3.527211792E1,1.640588379E-1,3.594774628E0,9.266929321E0
3.528215892E1,1.487905884E-1,3.547772369E0,9.250613251E0
3.529219892E1,2.062710571E-1,3.532953186E0,9.265282745E0
3.530223892E1,2.547702026E-1,3.565884705E0,9.292825470E0
3.531227892E1,2.119592285E-1,3.594325562E0,9.390123138E0
3.532234992E1,1.848655701E-1,3.591182098E0,9.426647186E0
3.533238992E1,2.143542480E-1,3.562441864E0,9.442813568E0
3.534243092E1,2.525248718E-1,3.545976105E0,9.439969482E0
3.535247092E1,2.957849121E-1,3.492686920E0,9.395960999E0
3.536251092E1,3.243754578E-1,3.468437347E0,9.328750763E0
3.537255192E1,3.011737061E-1,3.521726532E0,9.314680023E0
3.538262192E1,2.719844055E-1,3.593427429E0,9.312734070E0
3.539266292E1,2.258802795E-1,3.639232178E0,9.307195587E0
3.540270292E1,2.058219910E-1,3.697760468E0,9.314230957E0
3.541274292E1,2.415975952E-1,3.701652374E0,9.317524109E0
3.542278392E1,2.728825378E-1,3.687731323E0,9.327852631E0
3.543285392E1,2.501298523E-1,3.707639923E0,9.367669830E0
3.544289492E1,2.284249878E-1,3.646417236E0,9.356293488E0
3.545293492E1,2.207908630E-1,3.572620697E0,9.316027222E0
3.546297492E1,2.207908630E-1,3.528013458E0,9.271569672E0
3.547301492E1,2.258802795E-1,3.522624664E0,9.268126831E0
3.548305592E1,2.100132751E-1,3.481160889E0,9.200766907E0
3.549312692E1,1.769320679E-1,3.421285400E0,9.119934998E0
3.550316692E1,1.170565796E-1,3.387156372E0,9.080417175E0
3.551320692E1,3.921844482E-2,3.360511780E0,9.019194489E0
3.552324692E1,1.152603149E-2,3.391647034E0,8.976982269E0
3.553328792E1,-3.098556519E-2,3.416345673E0,8.931626587E0
3.554335792E1,-8.262817383E-2,3.426225128E0,8.980275421E0
3.555339892E1,-1.071771240E-1,3.470982056E0,9.000932465E0
3.556343892E1,-9.445358276E-2,3.468736725E0,8.994495850E0
3.557347892E1,-5.598358154E-2,3.510799255E0,8.986562347E0
3.558351992E1,-4.505630493E-2,3.543281708E0,9.019344177E0
3.559355992E1,-5.748046875E-2,3.551215210E0,9.102122040E0
3.560363092E1,-3.068618774E-2,3.579207001E0,9.188342743E0
3.561367092E1,2.320175171E-2,3.657194824E0,9.253756714E0
3.562371092E1,6.451583862E-2,3.674109650E0,9.200617218E0
3.563375192E1,9.445358276E-2,3.657344513E0,9.169931030E0
3.564379192E1,7.439529419E-2,3.704795837E0,9.191336517E0
3.565383192E1,4.745132446E-2,3.783532104E0,9.220226440E0
3.566390292E1,8.681945801E-3,3.851341095E0,9.202413483E0
3.567394292E1,-1.047821045E-3,3.863316193E0,9.212592316E0
3.568398292E1,2.619552612E-2,3.858526154E0,9.206006012E0
3.569402392E1,5.373825073E-2,3.850892029E0,9.214837646E0
3.570406392E1,7.469467163E-2,3.832480316E0,9.206006012E0
3.571413492E1,6.900650024E-2,3.790268097E0,9.212292938E0
3.572417492E1,3.502716064E-2,3.794160004E0,9.204958191E0
3.573421492E1,-2.993774414E-4,3.765868835E0,9.239236908E0
3.574425592E1,-6.735992432E-3,3.724255371E0,9.222920837E0
3.575429592E1,1.886077881E-2,3.672612762E0,9.237740021E0
3.576433592E1,3.083587646E-2,3.656147003E0,9.268276520E0
3.577440692E1,9.729766846E-3,3.600462799E0,9.275012512E0
3.578444692E1,-2.499801636E-2,3.546425171E0,9.249116364E0
3.579448792E1,-4.266128540E-2,3.511398010E0,9.263636169E0
3.580452792E1,-6.975494385E-2,3.514691162E0,9.291029205E0
3.581456792E1,-9.684860229E-2,3.494483185E0,9.312883759E0
3.582460792E1,-9.924362183E-2,3.516188049E0,9.296567688E0
3.583467892E1,-9.280700684E-2,3.526815948E0,9.268426208E0
3.584471992E1,-1.083746338E-1,3.557801514E0,9.254505157E0
3.585475992E1,-1.164578247E-1,3.630849609E0,9.229956207E0
3.586479992E1,-1.267863464E-1,3.665727081E0,9.219627686E0
3.587483992E1,-1.413061523E-1,3.708088989E0,9.238039398E0
3.588491092E1,-1.899549866E-1,3.760030975E0,9.291029205E0
3.589495192E1,-2.326162720E-1,3.767365723E0,9.293573914E0
3.590499192E1,-1.981878662E-1,3.732488251E0,9.262139282E0
3.591503192E1,-1.540296936E-1,3.756438446E0,9.315578156E0
3.592507192E1,-1.579216003E-1,3.777843933E0,9.375303955E0
3.593511292E1,-1.631607056E-1,3.741469574E0,9.374555511E0
3.594518292E1,-1.073268127E-1,3.752845917E0,9.341623993E0
3.595522392E1,-4.086502075E-2,3.742218018E0,9.299411774E0
3.596526392E1,-2.754272461E-2,3.757186890E0,9.279652863E0
3.597530392E1,-5.867797852E-2,3.800147552E0,9.171876984E0
3.598534492E1,-9.535171509E-2,3.790417786E0,9.071735229E0
3.599541492E1,-1.026864624E-1,3.860172729E0,9.012757874E0
3.600545592E1,-9.774673462E-2,3.907773743E0,9.000333710E0
3.601549592E1,-1.182540894E-1,3.937112732E0,8.991801453E0
3.602553592E1,-1.378633118E-1,3.938160553E0,9.020841064E0
3.603557692E1,-1.324745178E-1,3.935765533E0,9.019643555E0
3.604561692E1,-1.161584473E-1,3.912563782E0,8.971144409E0
3.605568792E1,-9.969268799E-2,3.870201874E0,8.946296082E0
3.606572792E1,-1.092727661E-1,3.899241486E0,8.988807678E0
3.607576792E1,-1.076261902E-1,3.967349854E0,9.048533478E0
3.608580792E1,-1.119671631E-1,4.026327209E0,9.083860016E0
3.609584892E1,-1.185534668E-1,4.050876160E0,9.141340485E0
3.610588892E1,-1.264869690E-1,4.078718262E0,9.166787567E0
3.611595992E1,-1.386117554E-1,4.054917755E0,9.150770874E0
3.612599992E1,-1.351689148E-1,4.028123474E0,9.119635620E0
3.613603992E1,-1.818717957E-1,4.014801178E0,9.091344452E0
3.614608092E1,-3.017724609E-1,3.962709503E0,9.095835114E0
3.615612092E1,-4.402345276E-1,3.897445221E0,9.002728729E0
3.616619192E1,-5.697152710E-1,3.826492767E0,8.948092346E0
3.617623192E1,-6.849755859E-1,3.804189148E0,8.916807404E0
3.618627771E1,-7.628137207E-1,3.766766968E0,8.868607635E0
3.619631871E1,-8.382568359E-1,3.706592102E0,8.830287323E0
3.620635871E1,-8.458909607E-1,3.745511169E0,8.856183472E0
3.621639871E1,-8.246351624E-1,3.775299225E0,8.801247711E0
3.622646971E1,-8.607101440E-1,3.783232727E0,8.800499268E0
3.623650971E1,-8.634045410E-1,3.839216309E0,8.760083313E0
3.624655071E1,-8.285270691E-1,3.850592651E0,8.773555298E0
3.625659071E1,-7.807763672E-1,3.902834015E0,8.795260162E0
3.626663071E1,-7.391629028E-1,3.957470398E0,8.840017090E0
3.627667071E1,-7.288343811E-1,4.017794952E0,8.893306274E0
3.628674171E1,-7.261399841E-1,4.063899078E0,8.902736664E0
3.629678171E1,-7.186555481E-1,4.104764099E0,8.878786469E0
3.630682271E1,-7.009922791E-1,4.149521027E0,8.815468140E0
3.631686271E1,-6.551875305E-1,4.171225891E0,8.766370239E0
3.632690271E1,-5.887257385E-1,4.222120056E0,8.748407593E0
3.633697371E1,-5.370831299E-1,4.308789825E0,8.747060394E0
3.634701371E1,-5.391787720E-1,4.359683990E0,8.793314209E0
3.635705471E1,-5.420228577E-1,4.367318115E0,8.800349579E0
3.636709471E1,-5.245092773E-1,4.366719360E0,8.782835999E0
3.637713471E1,-5.119354248E-1,4.340673523E0,8.787027283E0
3.638717571E1,-5.020559692E-1,4.310735779E0,8.815917206E0
3.639724571E1,-5.316943359E-1,4.320315857E0,8.847950592E0
3.640728671E1,-5.322930908E-1,4.277654572E0,8.817563782E0
3.641732671E1,-5.087919617E-1,4.262086945E0,8.790021057E0
3.642736671E1,-5.096900940E-1,4.276606750E0,8.781189423E0
3.643740671E1,-5.149291992E-1,4.280348969E0,8.776848450E0
3.644747771E1,-5.641767883E-1,4.293072510E0,8.756640472E0
3.645751871E1,-6.221063232E-1,4.297563171E0,8.731792145E0
3.646755871E1,-6.619235229E-1,4.252057800E0,8.741671600E0
3.647759871E1,-6.848258972E-1,4.254602509E0,8.832532654E0
3.648763871E1,-6.758445740E-1,4.251608734E0,8.908724213E0
3.649767971E1,-6.337820435E-1,4.165388031E0,8.948391724E0
3.650774971E1,-6.027964783E-1,4.118236084E0,8.932973785E0
3.651779071E1,-6.027964783E-1,4.057163086E0,8.904233551E0
3.652783071E1,-6.360273743E-1,4.043541412E0,8.839867401E0
3.653787071E1,-6.902146912E-1,4.056564331E0,8.825347595E0
3.654791171E1,-7.072792053E-1,4.089046783E0,8.875193939E0
3.655795171E1,-6.731501770E-1,4.114493866E0,8.907676392E0
3.656802271E1,-6.367758179E-1,4.120182037E0,8.880133667E0
3.657806271E1,-6.173162842E-1,4.136947174E0,8.886719971E0
3.658810271E1,-6.225553894E-1,4.132905579E0,8.880133667E0
3.659814371E1,-6.078858948E-1,4.117188263E0,8.909622345E0
3.660818371E1,-5.484594727E-1,4.180207214E0,8.927135925E0
3.661825471E1,-5.210664368E-1,4.182751923E0,8.900042267E0
3.662829471E1,-5.538482666E-1,4.170627136E0,8.871601410E0
3.663833471E1,-5.812413025E-1,4.176315308E0,8.774752808E0
3.664837471E1,-5.959107971E-1,4.136947174E0,8.687933350E0
3.665841571E1,-6.420149231E-1,4.104764099E0,8.664881287E0
3.666845571E1,-6.626719666E-1,4.134701843E0,8.713081055E0
3.667852671E1,-6.227050781E-1,4.205803986E0,8.754095764E0
3.668856671E1,-5.616320801E-1,4.280648346E0,8.839568024E0
3.669860671E1,-5.399272156E-1,4.320914612E0,8.895701294E0
3.670864771E1,-4.905299377E-1,4.311184845E0,8.899293823E0
3.671868771E1,-4.565505981E-1,4.387376404E0,8.890611877E0
3.672872771E1,-4.978646851E-1,4.481979675E0,8.922046509E0
3.673879871E1,-5.324427795E-1,4.532574463E0,8.902437286E0
3.674883871E1,-5.289999390E-1,4.571044464E0,8.903485107E0
3.675887971E1,-5.724096680E-1,4.586013336E0,8.941655731E0
3.676891971E1,-6.640191650E-1,4.561165009E0,9.001381531E0
3.677895971E1,-7.068301392E-1,4.590054932E0,9.024732971E0
3.678903071E1,-6.649172974E-1,4.643793182E0,9.080866241E0
3.679907071E1,-6.306385803E-1,4.684209137E0,9.134754181E0
3.680911171E1,-6.113287354E-1,4.666845245E0,9.118138733E0
3.681915171E1,-5.505551147E-1,4.649032288E0,9.021888885E0
3.682919171E1,-5.242098999E-1,4.633614349E0,8.968899078E0
3.683923171E1,-5.801934814E-1,4.635560303E0,8.942853241E0
3.684930271E1,-6.300398254E-1,4.656516724E0,8.951984253E0
3.685934271E1,-6.300398254E-1,4.706662445E0,8.968599701E0
3.686938371E1,-6.427633667E-1,4.727020111E0,8.977281647E0
3.687942371E1,-6.613247681E-1,4.722679138E0,9.000184021E0
3.688946371E1,-6.795867920E-1,4.691992950E0,8.973689117E0
3.689953471E1,-7.168592834E-1,4.655169525E0,8.851243744E0
3.690957471E1,-7.704478455E-1,4.626129913E0,8.727301483E0
3.691961571E1,-8.547225952E-1,4.599036255E0,8.649912415E0
3.692965571E1,-9.234297180E-1,4.565505981E0,8.660390625E0
3.693969571E1,-9.873468018E-1,4.635410614E0,8.755143585E0
3.694973671E1,-1.024469604E0,4.729415131E0,8.855584717E0
3.695980671E1,-1.007105713E0,4.708758087E0,8.868158569E0
3.696984771E1,-9.572593689E-1,4.616849213E0,8.900191956E0
3.697988771E1,-9.446855164E-1,4.621938629E0,9.003626862E0
3.698992771E1,-9.153465271E-1,4.571343842E0,9.010512543E0
3.699996771E1,-8.391549683E-1,4.472100220E0,8.996142426E0
3.701000871E1,-7.491920471E-1,4.472998352E0,9.040300598E0
3.702007971E1,-6.697073364E-1,4.469106445E0,9.013206940E0
3.703011971E1,-6.417155457E-1,4.429139557E0,8.909322968E0
3.704015971E1,-6.465055847E-1,4.441713409E0,8.840316467E0
3.705019971E1,-6.758445740E-1,4.479434967E0,8.804690552E0
3.706024071E1,-6.849755859E-1,4.503834229E0,8.750054169E0
3.707031171E1,-6.771917725E-1,4.526586914E0,8.707991638E0
3.708035171E1,-6.403683472E-1,4.577930145E0,8.658145294E0
3.709039171E1,-5.875282288E-1,4.551435242E0,8.680598602E0
3.710043171E1,-5.403762817E-1,4.533622284E0,8.663983154E0
3.711047271E1,-4.987628174E-1,4.540358276E0,8.623118134E0
3.712051271E1,-4.558021545E-1,4.587210846E0,8.618777161E0
3.713058371E1,-4.126918030E-1,4.577331390E0,8.592881012E0
3.714062371E1,-4.215234375E-1,4.587659912E0,8.538993073E0
3.715066371E1,-4.266128540E-1,4.618196411E0,8.501121826E0
3.716070471E1,-4.813989258E-1,4.605173492E0,8.489745483E0
3.717074471E1,-5.700146484E-1,4.576582947E0,8.523275757E0
3.718078471E1,-6.725514221E-1,4.578678589E0,8.537496185E0
3.719085208E1,-7.717950439E-1,4.586163025E0,8.537346497E0
3.720089208E1,-8.665480042E-1,4.552483063E0,8.517587585E0
3.721093308E1,-8.857081604E-1,4.571643219E0,8.564440155E0
3.722097308E1,-7.238946533E-1,4.710554352E0,8.611143036E0
3.723101308E1,-5.487588501E-1,4.795427856E0,8.603059845E0
3.724108408E1,-4.487667847E-1,4.844226379E0,8.579109650E0
3.725112408E1,-3.677851868E-1,4.877606964E0,8.555159454E0
3.726116408E1,-3.608995056E-1,4.881947937E0,8.540190582E0
3.727120508E1,-3.861968994E-1,4.854704590E0,8.497678986E0
3.728124508E1,-4.486170959E-1,4.794380035E0,8.418942719E0
3.729128508E1,-5.522016907E-1,4.725523224E0,8.372239838E0
3.730135608E1,-6.846762085E-1,4.756359100E0,8.270301819E0
3.731139608E1,-7.676037598E-1,4.854255524E0,8.261470184E0
3.732143708E1,-7.466473389E-1,5.023852844E0,8.191715240E0
3.733147708E1,-6.830296326E-1,5.121599579E0,8.056696014E0
3.734151708E1,-6.255491638E-1,5.170697479E0,7.974067841E0
3.735158808E1,-6.042933655E-1,5.195994873E0,7.871830444E0
3.736162808E1,-6.045927429E-1,5.153483276E0,7.844886475E0
3.737166908E1,-5.885760498E-1,5.208119659E0,7.854167175E0
3.738170908E1,-5.894741821E-1,5.226082306E0,7.886050873E0
3.739174908E1,-6.230044556E-1,5.162314911E0,7.884404297E0
3.740178908E1,-7.469467163E-1,5.126239929E0,7.866591339E0
3.741186008E1,-9.136999512E-1,5.132377167E0,7.874375153E0
3.742190108E1,-9.719288635E-1,5.269492035E0,7.901768188E0
3.743194108E1,-9.984237671E-1,5.440436554E0,7.909102936E0
3.744198108E1,-9.795629883E-1,5.506748657E0,7.898025970E0
3.745202108E1,-8.804690552E-1,5.476062469E0,7.814200287E0
3.746206208E1,-7.899073792E-1,5.396428070E0,7.754923553E0
3.747213208E1,-7.747888184E-1,5.307213593E0,7.775430908E0
3.748217308E1,-8.223898315E-1,5.234913940E0,7.820187836E0
3.749221308E1,-9.107061768E-1,5.204826508E0,7.820636902E0
3.750225308E1,-1.054856415E0,5.148393860E0,7.894134064E0
3.751229408E1,-1.145418091E0,5.185965729E0,8.036787415E0
3.752236408E1,-1.135388947E0,5.300028534E0,8.114176483E0
3.753240508E1,-9.927355957E-1,5.314548340E0,8.128247223E0
3.754244508E1,-7.994874573E-1,5.283862152E0,8.106692047E0
3.755248508E1,-6.315367126E-1,5.266498260E0,8.104147339E0
3.756252608E1,-5.164260864E-1,5.252876587E0,8.122409363E0
3.757256608E1,-4.628375244E-1,5.283413086E0,8.163873138E0
3.758263708E1,-5.049000549E-1,5.352868652E0,8.167315979E0
3.759267708E1,-6.072871399E-1,5.307812347E0,8.102949829E0
3.760271708E1,-7.351213074E-1,5.208718414E0,8.111781464E0
3.761275708E1,-8.175997925E-1,5.157973938E0,8.151299286E0
3.762279808E1,-8.860075378E-1,5.160967712E0,8.261320496E0
3.763283808E1,-9.241781616E-1,5.243595886E0,8.390801239E0
3.764290908E1,-8.610095215E-1,5.275329895E0,8.382418671E0
3.765294908E1,-7.638615417E-1,5.207520905E0,8.236472168E0
3.766298908E1,-6.075865173E-1,5.198838959E0,8.188272400E0
3.767303008E1,-4.108955383E-1,5.297932892E0,8.184530182E0
3.768307008E1,-3.011737061E-1,5.331612854E0,8.065527649E0
3.769314108E1,-3.373983765E-1,5.296585693E0,7.895780640E0
3.770318108E1,-4.602928162E-1,5.235213318E0,7.731871490E0
3.771322108E1,-5.565426636E-1,5.074297943E0,7.636220398E0
3.772326208E1,-5.736071777E-1,5.053491211E0,7.614964600E0
3.773330208E1,-4.906796265E-1,5.246290283E0,7.612419891E0
3.774334208E1,-2.978805542E-1,5.255720673E0,7.645650787E0
3.775341308E1,-1.649569702E-1,5.240452423E0,7.670050049E0
3.776345308E1,-8.592132568E-2,5.317093048E0,7.757617950E0
3.777349408E1,-7.095245361E-2,5.398972778E0,7.870034180E0
3.778353408E1,-1.267863464E-1,5.460794220E0,7.962541809E0
3.779357408E1,-2.409988403E-1,5.433850250E0,7.985743561E0
3.780364508E1,-4.673281860E-1,5.356311493E0,7.947572937E0
3.781368508E1,-7.155120850E-1,5.335804138E0,7.928263092E0
3.782372508E1,-7.987390137E-1,5.311853943E0,8.009693756E0
3.783376608E1,-7.173083496E-1,5.388045502E0,8.152496796E0
3.784380608E1,-5.891748047E-1,5.466781769E0,8.239166565E0
3.785384608E1,-4.511618042E-1,5.396727448E0,8.215515747E0
3.786391708E1,-2.658471680E-1,5.344336395E0,8.197702789E0
3.787395708E1,-1.053808594E-1,5.408552856E0,8.198002167E0
3.788399808E1,-1.423539734E-1,5.495372314E0,8.166118469E0
3.789403808E1,-3.680845642E-1,5.524711304E0,8.076155548E0
3.790407808E1,-6.623725891E-1,5.525459747E0,7.976313171E0
3.791411908E1,-8.957373047E-1,5.562582550E0,8.073760529E0
3.792418908E1,-1.024918671E0,5.629942474E0,8.225993958E0
3.793423008E1,-1.018332367E0,5.659131775E0,8.292156372E0
3.794427008E1,-9.756710815E-1,5.628445587E0,8.303083649E0
3.795431008E1,-9.383985901E-1,5.587879944E0,8.317453766E0
3.796435008E1,-9.122030640E-1,5.544170837E0,8.285719757E0
3.797442108E1,-9.041198730E-1,5.506898346E0,8.124205627E0
3.798446208E1,-9.559121704E-1,5.483846283E0,8.009993134E0
3.799450208E1,-9.702822876E-1,5.511239319E0,7.950117645E0
3.800454208E1,-9.035211182E-1,5.604046326E0,7.934699707E0
3.801458208E1,-8.490344238E-1,5.750142517E0,7.965236206E0
3.802462308E1,-8.387059021E-1,5.870492249E0,7.858208771E0
3.803469308E1,-8.674461365E-1,5.839506683E0,7.743547211E0
3.804473408E1,-9.360035706E-1,5.778882751E0,7.650141449E0
3.805477408E1,-1.039139099E0,5.784271545E0,7.596702576E0
3.806481408E1,-1.096469879E0,5.810167694E0,7.573201447E0
3.807485508E1,-1.109343109E0,5.889802094E0,7.611970825E0
3.808489508E1,-1.181343384E0,6.070326691E0,7.668702850E0
3.809496608E1,-1.176553345E0,6.123466187E0,7.543563080E0
3.810500608E1,-1.083147583E0,6.044280853E0,7.356901245E0
3.811504608E1,-9.960287476E-1,6.064937897E0,7.261998596E0
3.812508708E1,-9.457333374E-1,6.093079376E0,7.169341278E0
3.813512708E1,-1.003363495E0,5.991590424E0,7.070696411E0
3.814519808E1,-1.079255676E0,5.972579956E0,7.022346954E0
3.815523808E1,-1.169068909E0,6.071374512E0,7.022945709E0
3.816527808E1,-1.311273193E0,6.177503815E0,7.002138977E0
3.817531808E1,-1.384770355E0,6.251000977E0,7.072193298E0
3.818535896E1,-1.385369110E0,6.356980591E0,7.110064545E0
3.819539896E1,-1.433568878E0,6.346203003E0,7.061864777E0
3.820546996E1,-1.455722809E0,6.259233856E0,7.034471741E0
3.821550996E1,-1.434916077E0,6.221362610E0,7.013665009E0
3.822554996E1,-1.343156891E0,6.155499573E0,6.960824890E0
3.823559096E1,-1.261726227E0,6.079457703E0,6.905440063E0
3.824563096E1,-1.267863464E0,6.051765289E0,6.905290375E0
3.825570196E1,-1.345701599E0,6.105353851E0,6.910529480E0
3.826574196E1,-1.515448608E0,6.145171051E0,6.956483917E0
3.827578196E1,-1.741328888E0,6.176455994E0,7.013215942E0
3.828582296E1,-1.900298309E0,6.180497589E0,7.001689911E0
3.829586296E1,-1.919907532E0,6.193370819E0,7.019802246E0
3.830590296E1,-1.883383484E0,6.280789032E0,6.986421661E0
3.831597396E1,-1.848206635E0,6.303092651E0,6.895261230E0
3.832601396E1,-1.858086090E0,6.264472961E0,6.806795197E0
3.833605496E1,-1.939067688E0,6.309080200E0,6.826853485E0
3.834609496E1,-1.999691620E0,6.397695923E0,6.826703796E0
3.835613496E1,-2.083068237E0,6.349196777E0,6.819069672E0
3.836617496E1,-2.085463257E0,6.368806000E0,6.712491302E0
3.837624596E1,-2.050136719E0,6.329886932E0,6.708749084E0
3.838628696E1,-1.984573059E0,6.266718292E0,6.721472626E0
3.839632696E1,-1.882185974E0,6.278543701E0,6.670428772E0
3.840636696E1,-1.809137878E0,6.324797516E0,6.717580719E0
3.841640696E1,-1.766626282E0,6.390211487E0,6.695127411E0
3.842647796E1,-1.821262665E0,6.421047363E0,6.744973755E0
3.843651796E1,-1.918859711E0,6.492897949E0,6.823260956E0
3.844655896E1,-1.939816132E0,6.547234955E0,6.845564575E0
3.845659896E1,-1.895208893E0,6.538253632E0,6.828649750E0
3.846663896E1,-1.871707764E0,6.502328339E0,6.848258972E0
3.847667996E1,-1.833686829E0,6.522985382E0,6.755002899E0
3.848674996E1,-1.776056671E0,6.549779663E0,6.721173248E0
3.849679096E1,-1.804647217E0,6.573729858E0,6.748566284E0
3.850683096E1,-1.839824066E0,6.568490753E0,6.720574493E0
3.851687096E1,-1.844314728E0,6.509363708E0,6.728957062E0
3.852691196E1,-1.831740875E0,6.533463593E0,6.759792938E0
3.853698196E1,-1.817670135E0,6.577172699E0,6.772516479E0
3.854702296E1,-1.827848969E0,6.499783630E0,6.740632782E0
3.855706296E1,-1.834135895E0,6.438860321E0,6.743925934E0
3.856710296E1,-1.806892548E0,6.422544250E0,6.730004883E0
3.857714296E1,-1.808688812E0,6.443201294E0,6.741680603E0
3.858718396E1,-1.764530640E0,6.517297211E0,6.732998657E0
3.859725496E1,-1.744622040E0,6.554120636E0,6.648723907E0
3.860729496E1,-1.745669861E0,6.553521881E0,6.618486786E0
3.861733496E1,-1.773062897E0,6.602470093E0,6.677015076E0
3.862737496E1,-1.737886047E0,6.645879822E0,6.690337372E0
3.863741596E1,-1.664538574E0,6.652316437E0,6.714586945E0
3.864745596E1,-1.629212036E0,6.629863129E0,6.713838501E0
3.865752696E1,-1.542242889E0,6.531517639E0,6.598278809E0
3.866756696E1,-1.423390045E0,6.479126587E0,6.496939545E0
3.867760696E1,-1.351090393E0,6.528224487E0,6.547684021E0
3.868764796E1,-1.353186035E0,6.621480560E0,6.652915192E0
3.869768796E1,-1.433119812E0,6.700516205E0,6.760840759E0
3.870775896E1,-1.507814484E0,6.713389435E0,6.767427063E0
3.871779896E1,-1.560654602E0,6.724466400E0,6.775959320E0
3.872783896E1,-1.563348999E0,6.762786713E0,6.788383484E0
3.873787996E1,-1.602866821E0,6.800059204E0,6.832691345E0
3.874791996E1,-1.632804565E0,6.824159088E0,6.864125977E0
3.875795996E1,-1.600022736E0,6.852899323E0,6.891069946E0
3.876803096E1,-1.579066315E0,6.869664459E0,6.941515045E0
3.877807096E1,-1.456171875E0,6.904990997E0,6.926097107E0
3.878811096E1,-1.361119537E0,6.960076447E0,6.829248505E0
3.879815196E1,-1.367107086E0,6.959926758E0,6.761439514E0
3.880819196E1,-1.454824677E0,7.000342712E0,6.661447449E0
3.881823196E1,-1.588347015E0,7.025340729E0,6.703659668E0
3.882830296E1,-1.732347565E0,7.144492950E0,6.833439789E0
3.883834296E1,-1.841770020E0,7.235803070E0,6.866820374E0
3.884838396E1,-1.884431305E0,7.232060852E0,6.838828583E0
3.885842396E1,-1.865720215E0,7.171137543E0,6.730304260E0
3.886846396E1,-1.803150330E0,7.133715363E0,6.694378967E0
3.887853496E1,-1.726509705E0,7.159461823E0,6.627917175E0
3.888857496E1,-1.708696747E0,7.135062561E0,6.550528107E0
3.889861596E1,-1.767524414E0,7.090605011E0,6.531068573E0
3.890865596E1,-1.871109009E0,7.108867035E0,6.523434448E0
3.891869596E1,-1.923350372E0,7.152725830E0,6.584956512E0
3.892873596E1,-1.960323486E0,7.201224976E0,6.675967255E0
3.893880696E1,-1.992805939E0,7.176825714E0,6.681356049E0
3.894884796E1,-1.964963837E0,7.109016724E0,6.763086090E0
3.895888796E1,-1.910626831E0,7.092401276E0,6.787335663E0
3.896892796E1,-1.817071381E0,6.997199249E0,6.792275391E0
3.897896796E1,-1.746717682E0,6.921456757E0,6.815327454E0
3.898903896E1,-1.710642700E0,6.886728973E0,6.851402435E0
3.899907896E1,-1.711540833E0,6.894063721E0,6.986571350E0
3.900911996E1,-1.795216827E0,6.885232086E0,7.123386841E0
3.901915996E1,-1.849853210E0,6.853647766E0,7.129524078E0
3.902919996E1,-1.837578735E0,6.805747375E0,7.098688202E0
3.903924096E1,-1.829944611E0,6.799310760E0,7.081024933E0
3.904931096E1,-1.842817841E0,6.770570526E0,7.031627655E0
3.905935196E1,-1.818268890E0,6.728358307E0,6.999145203E0
3.906939196E1,-1.803449707E0,6.762786713E0,6.944957886E0
3.907943196E1,-1.846859436E0,6.737489319E0,6.840774536E0
3.908947296E1,-1.955683136E0,6.695875854E0,6.816375275E0
3.909951296E1,-2.016456757E0,6.783443756E0,6.906038818E0
3.910958396E1,-2.011816406E0,6.812932434E0,6.931336212E0
3.911962396E1,-1.972148895E0,6.768774261E0,6.926246796E0
3.912966396E1,-1.937870178E0,6.752308502E0,6.982080688E0
3.913970396E1,-1.922601929E0,6.773863678E0,7.080575867E0
3.914974496E1,-1.940414886E0,6.729855194E0,7.099586334E0
3.915981596E1,-1.885928192E0,6.679709473E0,7.095993805E0
3.916985596E1,-1.804796906E0,6.654561768E0,7.048243103E0
3.917989596E1,-1.737886047E0,6.620283051E0,7.053182831E0
3.918991408E1,-1.704355774E0,6.606511688E0,6.997348938E0
3.919995508E1,-1.698218536E0,6.589447174E0,6.999893646E0
3.920999508E1,-1.776505737E0,6.640790405E0,7.105723572E0
