"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.175307071E1,2.847381830E-1,-3.771503270E-2,-6.016625091E-2
5.176314171E1,2.754253447E-1,-5.081772804E-2,-8.285509795E-2
5.177318171E1,2.568124831E-1,-4.611591622E-2,-9.229227901E-2
5.178322171E1,2.377809435E-1,-2.911508083E-2,-9.093645215E-2
5.179326171E1,2.217175663E-1,-2.211416326E-2,-7.967634499E-2
5.180330271E1,2.213779092E-1,-1.736913808E-2,-6.985624135E-2
5.181337371E1,2.356646955E-1,-1.079114154E-3,-6.808257848E-2
5.182341371E1,2.612716258E-1,3.908368200E-2,-7.336810976E-2
5.183345371E1,2.894617021E-1,1.165467724E-1,-7.346798480E-2
5.184349371E1,3.079747260E-1,1.915705800E-1,-7.659487426E-2
5.185353471E1,3.116264641E-1,2.549335659E-1,-8.198218793E-2
5.186357471E1,3.054324687E-1,2.847103477E-1,-8.546267450E-2
5.187364571E1,2.935268283E-1,2.898846269E-1,-7.848358899E-2
5.188368571E1,2.819425464E-1,2.641122043E-1,-6.912023574E-2
5.189372571E1,2.728305459E-1,2.066523731E-1,-5.945216119E-2
5.190376671E1,2.728574574E-1,1.277425438E-1,-5.233466253E-2
5.191380671E1,2.797518373E-1,6.332094967E-2,-5.541221052E-2
5.192387771E1,2.882450223E-1,3.491187096E-2,-6.775246561E-2
5.193391771E1,2.958459556E-1,3.637287766E-2,-7.808872312E-2
5.194395771E1,2.925594151E-1,6.244304031E-2,-8.378064632E-2
5.195399871E1,2.844498158E-1,9.127815068E-2,-8.420062810E-2
5.196403871E1,2.656568587E-1,1.120980158E-1,-7.259434462E-2
5.197407871E1,2.493521720E-1,1.105059758E-1,-6.059121341E-2
5.198414971E1,2.375925630E-1,1.032447293E-1,-4.436146468E-2
5.199418971E1,2.361259609E-1,9.022719413E-2,-3.155858442E-2
5.200422971E1,2.436901927E-1,7.423692942E-2,-2.043357491E-2
5.201427071E1,2.537974119E-1,4.745432362E-2,-8.533239365E-3
5.202431071E1,2.627125084E-1,3.835789859E-2,-8.626362309E-3
5.203435071E1,2.724282444E-1,4.153931141E-2,-1.873865165E-2
5.204442171E1,2.713398337E-1,5.393280834E-2,-2.342008427E-2
5.205446171E1,2.589774430E-1,6.653568149E-2,-1.018364169E-2
5.206450271E1,2.473823428E-1,9.480959922E-2,7.898475975E-3
5.207454271E1,2.471165508E-1,1.240926534E-1,2.726578154E-2
5.208458271E1,2.564053535E-1,1.612193584E-1,4.700654000E-2
5.209465371E1,2.761774361E-1,1.890565902E-1,6.982876360E-2
5.210469371E1,2.999638915E-1,2.199452519E-1,8.307974786E-2
5.211473471E1,3.168067932E-1,2.342163324E-1,7.962695509E-2
5.212477471E1,3.233859241E-1,2.329057008E-1,6.980800629E-2
5.213481471E1,3.145740628E-1,2.175738811E-1,7.112334669E-2
5.214485471E1,2.949267924E-1,1.941272616E-1,7.790382951E-2
5.215492571E1,2.727195024E-1,1.650537997E-1,9.194428474E-2
5.216496671E1,2.528424859E-1,1.326826662E-1,1.120789126E-1
5.217500671E1,2.371814847E-1,8.752316982E-2,1.287473738E-1
5.218505754E1,2.306451648E-1,5.241110921E-2,1.473674774E-1
5.219509754E1,2.314097583E-1,1.390366629E-2,1.790058315E-1
5.220516854E1,2.342882752E-1,-1.811767556E-2,2.168330103E-1
5.221520854E1,2.378126979E-1,-7.492769510E-2,2.572084069E-1
5.222524954E1,2.527967691E-1,-1.337134689E-1,2.734569907E-1
5.223528954E1,2.733608782E-1,-1.668953896E-1,2.493924052E-1
5.224532954E1,2.836743891E-1,-1.585146040E-1,2.025550902E-1
5.225537054E1,2.789571285E-1,-1.119132936E-1,1.627267152E-1
5.226544054E1,2.472266555E-1,-5.745436996E-2,1.329966486E-1
5.227548154E1,1.881838441E-1,-1.426934823E-2,1.001675874E-1
5.228552154E1,1.225631684E-1,2.809898928E-3,6.931949407E-2
5.229556154E1,6.561360508E-2,-1.590175554E-3,5.066298321E-2
5.230560254E1,2.884851769E-2,-6.856705062E-3,4.545694590E-2
5.231564254E1,1.950561628E-2,-9.573129937E-3,3.931542858E-2
5.232571354E1,3.604042530E-2,6.347075105E-4,1.859582029E-2
5.233575354E1,6.244646758E-2,6.538815796E-4,-7.514076773E-3
5.234579354E1,9.385137260E-2,-3.652956337E-3,-3.038093448E-2
5.235583354E1,1.217783391E-1,-1.819636673E-3,-4.880920798E-2
5.236587454E1,1.414041966E-1,2.857045829E-2,-6.152938679E-2
5.237594554E1,1.488349438E-1,8.320573717E-2,-5.673303455E-2
5.238598554E1,1.461306214E-1,1.348812133E-1,-3.346302360E-2
5.239602554E1,1.367235333E-1,1.668319553E-1,-2.548252232E-3
5.240606554E1,1.267678291E-1,1.815008074E-1,1.799690537E-2
5.241610654E1,1.214364469E-1,1.642541736E-1,2.295837365E-2
5.242614654E1,1.250114143E-1,1.243006438E-1,2.344947308E-2
5.243621754E1,1.297326684E-1,6.641977280E-2,2.301031724E-2
5.244625754E1,1.427455693E-1,1.265781373E-2,3.036139905E-2
5.245629754E1,1.565596610E-1,-2.965262532E-2,4.171099141E-2
5.246633854E1,1.744917184E-1,-5.649493635E-2,5.906536430E-2
5.247637854E1,1.939490438E-1,-7.211783528E-2,8.863630891E-2
5.248644954E1,2.132421136E-1,-7.871209830E-2,1.207787842E-1
5.249648954E1,2.326030284E-1,-5.327785015E-2,1.384619027E-1
5.250652954E1,2.377754599E-1,-1.980517060E-2,1.291906834E-1
5.251657054E1,2.265353203E-1,1.181454025E-2,1.054605991E-1
5.252661054E1,2.035149038E-1,1.635125279E-2,8.830638975E-2
5.253665054E1,1.714949161E-1,-1.366284024E-2,8.176566660E-2
5.254672154E1,1.492163539E-1,-4.243108258E-2,7.917611301E-2
5.255676154E1,1.361748576E-1,-6.363170594E-2,7.750418037E-2
5.256680254E1,1.348064244E-1,-8.117866516E-2,8.016171306E-2
5.257684254E1,1.442779601E-1,-9.807775915E-2,9.252943099E-2
5.258688254E1,1.613688618E-1,-9.865023941E-2,1.050008014E-1
5.259692254E1,1.824730784E-1,-8.287739754E-2,1.159386709E-1
5.260699354E1,2.069107145E-1,-4.581514001E-2,1.114771590E-1
5.261703354E1,2.228939384E-1,1.333500072E-2,8.792176843E-2
5.262707454E1,2.176025212E-1,6.098545715E-2,5.093398690E-2
5.263711454E1,1.945267618E-1,8.469690382E-2,2.010070533E-2
5.264715454E1,1.487244666E-1,8.148314059E-2,2.357502701E-3
5.265722554E1,9.759417176E-2,5.385444313E-2,6.272083148E-3
5.266726554E1,5.405421555E-2,1.470010355E-2,2.968125790E-2
5.267730654E1,2.863141149E-2,-5.332475528E-2,6.281178445E-2
5.268734654E1,3.953902423E-2,-1.112813726E-1,9.280066937E-2
5.269738654E1,7.131479681E-2,-1.399119496E-1,1.041121781E-1
5.270742754E1,1.289151311E-1,-1.348184943E-1,1.048280671E-1
5.271749754E1,1.764562875E-1,-1.049101204E-1,1.021028534E-1
5.272753854E1,2.016746700E-1,-8.379181474E-2,9.630619735E-2
5.273757854E1,2.006299198E-1,-8.260644227E-2,9.339615703E-2
5.274761854E1,1.808090061E-1,-9.725259244E-2,9.286347032E-2
5.275765854E1,1.505110264E-1,-1.348114163E-1,8.789028227E-2
5.276772954E1,1.264523119E-1,-1.485017240E-1,7.488007843E-2
5.277777054E1,1.085161790E-1,-1.680567861E-1,4.832064360E-2
5.278781054E1,1.007268280E-1,-1.952427179E-1,1.151991822E-2
5.279785054E1,9.613607824E-2,-2.170857042E-1,-2.396510541E-2
5.280789054E1,1.037095934E-1,-2.309389412E-1,-5.325090140E-2
5.281793154E1,1.126775146E-1,-2.185192853E-1,-7.734505087E-2
5.282800154E1,1.245481372E-1,-1.793216169E-1,-9.319055080E-2
5.283804254E1,1.336169988E-1,-1.331368238E-1,-1.073788106E-1
5.284808254E1,1.392416060E-1,-8.471943438E-2,-1.265778691E-1
5.285812254E1,1.357736439E-1,-3.566773981E-2,-1.509617716E-1
5.286816354E1,1.187996194E-1,-1.895313151E-3,-1.736141294E-1
5.287823354E1,9.563064575E-2,8.728036657E-3,-1.872252673E-1
5.288827454E1,7.380091399E-2,9.341368452E-3,-1.963913292E-1
5.289831454E1,5.715323240E-2,2.759600431E-2,-2.021501511E-1
5.290835454E1,4.753645137E-2,3.844739124E-2,-1.958606094E-1
5.291839554E1,4.143674672E-2,2.473184839E-2,-1.788086444E-1
5.292843554E1,4.142690450E-2,-6.291739643E-3,-1.611803323E-1
5.293850654E1,5.051467195E-2,-4.864825308E-2,-1.466077715E-1
5.294854654E1,6.267262250E-2,-7.353827357E-2,-1.422456801E-1
5.295858654E1,7.516284287E-2,-9.431759268E-2,-1.547345668E-1
5.296862654E1,7.997535169E-2,-9.309811890E-2,-1.815666258E-1
5.297866754E1,7.042179257E-2,-8.211924136E-2,-2.160782665E-1
5.298870754E1,5.139750242E-2,-4.458038136E-2,-2.476636171E-1
5.299877854E1,2.822267450E-2,2.469536290E-2,-2.583612502E-1
5.300881854E1,7.672011852E-3,1.117900163E-1,-2.488549501E-1
5.301885854E1,-1.379919052E-2,1.718264520E-1,-2.189921290E-1
5.302889954E1,-2.086401917E-2,1.882934272E-1,-1.819176525E-1
5.303893954E1,-1.678139530E-2,1.523149163E-1,-1.467143893E-1
5.304901054E1,6.534802727E-3,7.995811850E-2,-1.117086038E-1
5.305905054E1,3.690176457E-2,-1.087084971E-2,-7.987476885E-2
5.306909054E1,7.650742680E-2,-9.443758428E-2,-6.558331102E-2
5.307913154E1,1.073835865E-1,-1.650547683E-1,-6.479155272E-2
5.308917154E1,1.265134513E-1,-2.031317055E-1,-6.830701232E-2
5.309921154E1,1.271784306E-1,-2.103155851E-1,-6.843830645E-2
5.310928254E1,1.169100329E-1,-2.086346298E-1,-5.823745206E-2
5.311932254E1,1.013513133E-1,-1.914130449E-1,-4.717921093E-2
5.312936354E1,9.517661482E-2,-1.771015674E-1,-4.414636269E-2
5.313940354E1,1.065198183E-1,-1.436163038E-1,-4.950118065E-2
5.314944354E1,1.222421601E-1,-8.260069042E-2,-5.455528945E-2
5.315951454E1,1.450151205E-1,-1.212600619E-4,-4.768486694E-2
5.316955454E1,1.651074886E-1,7.929550111E-2,-4.044650123E-2
5.317959454E1,1.731137633E-1,1.286164522E-1,-3.079546988E-2
5.318964317E1,1.774469316E-1,1.408887804E-1,-1.380648464E-2
5.319968317E1,1.824033409E-1,1.117575169E-1,8.868201636E-3
5.320972317E1,1.911397278E-1,5.639075488E-2,2.930792235E-2
5.321979417E1,2.086707950E-1,-1.899452880E-3,4.405384138E-2
5.322983417E1,2.278783023E-1,-5.773954839E-2,5.632302538E-2
5.323987517E1,2.473593354E-1,-8.972623944E-2,5.608227476E-2
5.324991517E1,2.618691623E-1,-7.858210057E-2,4.501008987E-2
5.325995517E1,2.704871595E-1,-2.535989322E-2,1.962483674E-2
5.326999617E1,2.653127611E-1,3.602520376E-2,-1.144748926E-2
5.328006617E1,2.433912009E-1,8.591739833E-2,-3.645883501E-2
5.329010717E1,2.038028389E-1,1.132623330E-1,-5.412799492E-2
5.330014717E1,1.569447964E-1,1.069679558E-1,-5.810515955E-2
5.331018717E1,1.127506047E-1,6.321319938E-2,-5.470134690E-2
5.332022717E1,8.092956245E-2,-2.367856167E-2,-5.115455016E-2
5.333029817E1,7.086984068E-2,-1.054089144E-1,-5.263815820E-2
5.334033917E1,7.713519037E-2,-1.644581258E-1,-5.614846945E-2
5.335037917E1,8.367873728E-2,-2.112271637E-1,-6.634868681E-2
5.336041917E1,8.307473361E-2,-2.391533256E-1,-8.640255779E-2
5.337045917E1,7.150612772E-2,-2.335837781E-1,-1.215469986E-1
5.338050017E1,4.355118796E-2,-2.110726088E-1,-1.547185332E-1
5.339057017E1,9.612988681E-3,-1.863234341E-1,-1.745293289E-1
5.340061117E1,-2.094305679E-2,-1.708920151E-1,-1.754068434E-1
5.341065117E1,-2.598597668E-2,-1.506222337E-1,-1.578309983E-1
5.342069117E1,-4.941411316E-3,-1.231261566E-1,-1.122198328E-1
5.343073217E1,5.178371072E-2,-8.484988660E-2,-5.256504193E-2
5.344080217E1,1.390275359E-1,-3.290759772E-2,5.108375568E-3
5.345084317E1,2.401862741E-1,9.202007204E-3,5.958136544E-2
5.346088317E1,3.415267467E-1,5.911976472E-2,9.558597207E-2
5.347092317E1,4.221153855E-1,1.153338104E-1,9.073407948E-2
5.348096417E1,4.662117362E-1,1.730615646E-1,4.713600129E-2
5.349100417E1,4.685640931E-1,2.142304033E-1,-1.693026721E-2
5.350107517E1,4.330268800E-1,2.301537097E-1,-7.567694038E-2
5.351111517E1,3.684095442E-1,2.088890672E-1,-1.130576655E-1
5.352115517E1,3.029799461E-1,1.819184273E-1,-1.294100136E-1
5.353119517E1,2.535760999E-1,1.717516184E-1,-1.338426173E-1
5.354123617E1,2.286284268E-1,1.573849320E-1,-1.268731207E-1
5.355127617E1,2.257265300E-1,1.203730851E-1,-1.127009615E-1
5.356134717E1,2.477652580E-1,7.001909614E-2,-1.114585996E-1
5.357138717E1,2.748775184E-1,2.631966956E-2,-1.208655983E-1
5.358142717E1,2.964387536E-1,3.532862291E-3,-1.343531758E-1
5.359146817E1,3.044513464E-1,2.028314583E-2,-1.514486074E-1
5.360150817E1,2.962666750E-1,6.009474397E-2,-1.668675095E-1
5.361157917E1,2.763682604E-1,1.002385020E-1,-1.695259809E-1
5.362161917E1,2.445373386E-1,1.529373974E-1,-1.537651271E-1
5.363165917E1,2.143532783E-1,1.699430645E-1,-1.187595353E-1
5.364170017E1,1.998995095E-1,1.271886826E-1,-7.963183522E-2
5.365174017E1,2.102039307E-1,6.877574325E-2,-5.792989582E-2
5.366178017E1,2.368634939E-1,9.978467599E-3,-5.532931909E-2
5.367185117E1,2.586085200E-1,-3.667463735E-2,-5.016846210E-2
5.368189117E1,2.607496977E-1,-8.410553634E-2,-4.737560451E-2
5.369193217E1,2.429160029E-1,-1.324091852E-1,-5.181173980E-2
5.370197217E1,2.089921236E-1,-1.842622608E-1,-5.448821560E-2
5.371201217E1,1.739590466E-1,-2.155529112E-1,-5.266135558E-2
5.372208317E1,1.469170451E-1,-2.065868527E-1,-4.979286343E-2
5.373212317E1,1.324265152E-1,-1.809290498E-1,-3.633504361E-2
5.374216417E1,1.305561811E-1,-1.436679661E-1,-1.716960408E-2
5.375220417E1,1.408351809E-1,-1.106809825E-1,2.691717818E-3
5.376224417E1,1.528817266E-1,-8.681400120E-2,2.202600054E-2
5.377228417E1,1.664478779E-1,-7.416281849E-2,3.350908309E-2
5.378235517E1,1.761625558E-1,-6.231388077E-2,4.315904900E-2
5.379239517E1,1.805311888E-1,-5.716816708E-2,4.610376805E-2
5.380243617E1,1.734783351E-1,-6.561544538E-2,4.861938953E-2
5.381247617E1,1.577127576E-1,-8.974359930E-2,4.429847002E-2
5.382251617E1,1.405516118E-1,-1.313043535E-1,3.422905877E-2
5.383258717E1,1.206780970E-1,-1.848697066E-1,1.949796826E-2
5.384262717E1,1.042613015E-1,-2.256685346E-1,9.386643069E-4
5.385266817E1,9.120099247E-2,-2.445425093E-1,-1.963580959E-2
5.386270817E1,8.279551566E-2,-2.586876154E-1,-3.644541651E-2
5.387274817E1,9.224654734E-2,-2.679241300E-1,-4.946814477E-2
5.388278917E1,1.079045981E-1,-2.414927781E-1,-6.993374228E-2
5.389285917E1,1.230935678E-1,-1.665179580E-1,-9.904365987E-2
5.390290017E1,1.244720221E-1,-6.168528646E-2,-1.278955489E-1
5.391294017E1,1.106528789E-1,4.534821957E-2,-1.386374086E-1
5.392298017E1,8.981391042E-2,1.388198435E-1,-1.302071661E-1
5.393302017E1,7.323221862E-2,2.066570669E-1,-1.138259843E-1
5.394306117E1,7.667009532E-2,2.445759475E-1,-9.224106371E-2
5.395313217E1,9.375347942E-2,2.492299378E-1,-6.871144474E-2
5.396317217E1,1.189698875E-1,2.229719609E-1,-4.820110276E-2
5.397321217E1,1.354898065E-1,1.718658954E-1,-3.157101199E-2
5.398325217E1,1.333952397E-1,1.052687615E-1,-1.462558378E-2
5.399329317E1,1.172780469E-1,2.410893142E-2,2.588023897E-3
5.400336317E1,1.001912057E-1,-6.013936922E-2,1.592992805E-2
5.401340417E1,7.928922772E-2,-1.378145367E-1,2.554744110E-2
5.402344417E1,7.356342673E-2,-1.898995638E-1,3.076643683E-2
5.403348417E1,7.145841420E-2,-1.941104382E-1,3.658339754E-2
5.404352517E1,7.274338603E-2,-1.621650308E-1,4.705068469E-2
5.405356517E1,7.814358175E-2,-1.013424993E-1,7.051823288E-2
5.406363617E1,8.679219335E-2,-4.647020251E-2,1.040623486E-1
5.407367617E1,1.158709675E-1,5.080126226E-3,1.311630756E-1
5.408371617E1,1.430570483E-1,4.960338771E-2,1.485095769E-1
5.409375717E1,1.585275233E-1,9.333970398E-2,1.606233269E-1
5.410379717E1,1.535447538E-1,1.253775358E-1,1.625759453E-1
5.411386817E1,1.234685108E-1,1.253363341E-1,1.651088297E-1
5.412390817E1,9.163015336E-2,6.095015258E-2,1.629452854E-1
5.413394817E1,7.894054800E-2,-1.876749843E-2,1.532931775E-1
5.414398817E1,8.054962754E-2,-8.266685158E-2,1.277212352E-1
5.415402917E1,8.591494709E-2,-1.166596711E-1,9.462596476E-2
5.416406917E1,8.805506676E-2,-1.281741261E-1,6.118225679E-2
5.417414017E1,8.811460435E-2,-1.169143021E-1,3.280164301E-2
5.418418017E1,8.441680670E-2,-1.004016399E-1,1.415312383E-2
5.419419479E1,9.309061617E-2,-5.987891182E-2,-8.708022535E-3
5.420423579E1,1.017783806E-1,3.715418279E-5,-3.633512184E-2
5.421427579E1,1.007107347E-1,5.914559215E-2,-6.199994311E-2
5.422431579E1,8.703273535E-2,9.055411071E-2,-7.760713249E-2
5.423438679E1,7.062967867E-2,9.483351558E-2,-9.536147118E-2
5.424442679E1,5.237264186E-2,6.625699997E-2,-1.078903079E-1
5.425446779E1,4.473805428E-2,1.953989826E-2,-1.197163835E-1
5.426450779E1,4.852613807E-2,-3.494784236E-2,-1.343531162E-1
5.427454779E1,6.112999097E-2,-6.953705847E-2,-1.602491289E-1
5.428461879E1,7.207824290E-2,-8.641111851E-2,-1.863214821E-1
5.429465879E1,6.970567256E-2,-9.181846678E-2,-2.053867280E-1
5.430469979E1,5.392377824E-2,-8.462899923E-2,-2.154577374E-1
5.431473979E1,3.535871953E-2,-6.063345447E-2,-2.178811729E-1
5.432477979E1,1.474265661E-2,-2.404934540E-2,-2.286722958E-1
5.433481979E1,-6.754430011E-3,-9.113140404E-4,-2.374960184E-1
5.434489079E1,-2.487883903E-2,4.572400823E-3,-2.396723479E-1
5.435493079E1,-3.103458323E-2,-1.408600528E-2,-2.267279029E-1
5.436497179E1,-2.737460099E-2,-4.045742750E-2,-2.134539038E-1
5.437501179E1,-7.111279294E-3,-7.717188448E-2,-2.005504519E-1
5.438505179E1,2.621045895E-2,-1.180671155E-1,-2.062299103E-1
5.439512279E1,6.265718490E-2,-1.479838043E-1,-2.170747668E-1
5.440516279E1,9.225262702E-2,-1.325023174E-1,-2.399779558E-1
5.441520379E1,9.880669415E-2,-7.864499092E-2,-2.702422440E-1
5.442524379E1,7.790780067E-2,5.928371102E-4,-2.992770970E-1
5.443528379E1,3.333093226E-2,8.056799322E-2,-3.072448075E-1
5.444532479E1,-1.595911942E-2,1.457469910E-1,-2.944938540E-1
5.445539479E1,-4.313287139E-2,1.917132586E-1,-2.635611892E-1
5.446543579E1,-3.619799763E-2,1.994103193E-1,-2.299214602E-1
5.447547579E1,-7.791258395E-4,1.745007932E-1,-2.007630914E-1
5.448551579E1,4.429354519E-2,1.277617812E-1,-1.811893880E-1
5.449555579E1,7.989811897E-2,6.220279261E-2,-1.654829979E-1
5.450559679E1,9.572262317E-2,-2.363089100E-2,-1.595191061E-1
5.451566779E1,9.970546514E-2,-7.372936606E-2,-1.822691113E-1
5.452570779E1,7.657591254E-2,-8.920206875E-2,-2.156393230E-1
5.453574779E1,2.970701270E-2,-4.131367058E-2,-2.435621172E-1
5.454578779E1,-3.492364287E-2,1.598237641E-2,-2.467714846E-1
5.455582879E1,-9.615865350E-2,6.381703913E-2,-2.308914959E-1
5.456589879E1,-1.375130266E-1,5.976051837E-2,-1.960996985E-1
5.457593979E1,-1.263654530E-1,2.956312709E-2,-1.430271119E-1
5.458597979E1,-7.437975705E-2,-5.899835378E-4,-7.592503726E-2
5.459601979E1,1.045486238E-2,-4.424349219E-2,-1.225109212E-2
5.460606079E1,1.111998484E-1,-9.022216499E-2,3.840835765E-2
5.461610079E1,2.011279464E-1,-1.379705220E-1,7.592482120E-2
5.462617179E1,2.609936893E-1,-1.574992090E-1,8.159548789E-2
5.463621179E1,2.767022848E-1,-1.726655364E-1,7.533155382E-2
5.464625179E1,2.610804439E-1,-1.705864072E-1,5.809210986E-2
5.465629279E1,2.332170457E-1,-1.432519853E-1,3.844252229E-2
5.466633279E1,1.948779076E-1,-1.037562340E-1,3.103893809E-2
5.467640379E1,1.737823188E-1,-8.663122356E-2,4.382820427E-2
5.468644379E1,1.945754886E-1,-1.220075935E-1,6.461551040E-2
5.469648379E1,2.685361505E-1,-1.336388439E-1,6.644779444E-2
5.470652379E1,3.572119474E-1,-1.199331582E-1,4.875269160E-2
5.471656479E1,4.225720763E-1,-6.880629063E-2,3.223082796E-2
5.472660479E1,4.385185540E-1,-1.237150840E-2,1.984020695E-2
5.473667579E1,4.179228842E-1,3.924957663E-2,-7.699113339E-3
5.474671579E1,3.693580031E-1,9.058146924E-2,-6.250590086E-2
5.475675579E1,2.995172739E-1,1.381211728E-1,-1.322786957E-1
5.476679679E1,2.129621506E-1,1.612526029E-1,-1.936605722E-1
5.477683679E1,1.255048066E-1,1.318317205E-1,-2.418807000E-1
5.478690779E1,5.226919800E-2,4.167652130E-2,-2.779180706E-1
5.479694779E1,1.887891628E-2,-4.312884063E-2,-2.910901010E-1
5.480698779E1,2.578529157E-2,-1.082298160E-1,-2.724573016E-1
5.481702879E1,6.222663447E-2,-1.312015206E-1,-2.217501700E-1
5.482706879E1,1.155031770E-1,-1.100078225E-1,-1.662512273E-1
5.483710879E1,1.670178920E-1,-4.749825597E-2,-1.240839660E-1
5.484717979E1,1.978999078E-1,1.393794082E-2,-1.006494835E-1
5.485721979E1,1.937987804E-1,4.045063257E-2,-9.160715342E-2
5.486726079E1,1.680649221E-1,3.925221413E-2,-9.018236399E-2
5.487730079E1,1.296561062E-1,1.814888977E-2,-1.030879840E-1
5.488734079E1,7.751273364E-2,-3.333054855E-2,-1.296841800E-1
5.489738079E1,4.371518642E-2,-8.673056960E-2,-1.554811746E-1
5.490745179E1,3.027927130E-2,-1.261394918E-1,-1.777316183E-1
5.491749279E1,4.012778401E-2,-1.045652330E-1,-1.829003245E-1
5.492753279E1,5.047736317E-2,-4.096441716E-2,-1.714551300E-1
5.493757279E1,6.292096525E-2,5.199948698E-2,-1.481554508E-1
5.494761279E1,6.508824229E-2,1.161403880E-1,-1.197629645E-1
5.495768379E1,6.869628280E-2,1.484763920E-1,-1.001762748E-1
5.496772379E1,6.123943254E-2,1.648822576E-1,-8.483567089E-2
5.497776479E1,5.434793606E-2,1.342495978E-1,-7.616075128E-2
5.498780479E1,5.290983245E-2,1.005179882E-1,-7.813362032E-2
5.499784479E1,6.330227107E-2,7.039752603E-2,-9.922432154E-2
5.500788579E1,7.391549647E-2,3.484752029E-2,-1.290091127E-1
5.501795579E1,8.139049262E-2,-6.571207196E-4,-1.579385102E-1
5.502799679E1,8.170580864E-2,-2.440932207E-2,-1.830630302E-1
5.503803679E1,7.306031883E-2,-2.493329532E-2,-2.056693882E-1
5.504807679E1,4.719223082E-2,-1.907940023E-2,-2.149789929E-1
5.505811779E1,2.169353142E-2,-3.010462224E-2,-2.050075978E-1
5.506818779E1,6.618707441E-3,-2.662440203E-2,-1.873620152E-1
5.507822879E1,3.535808064E-3,-2.227594703E-2,-1.862529367E-1
5.508826879E1,1.661192812E-2,-3.863254935E-2,-1.831026822E-1
5.509830879E1,3.969397396E-2,-8.100709319E-2,-1.708641797E-1
5.510834879E1,7.907546312E-2,-9.601853788E-2,-1.676478833E-1
5.511838979E1,1.199222058E-1,-6.929151714E-2,-1.819493622E-1
5.512846079E1,1.525405943E-1,-2.483563498E-2,-1.984580308E-1
5.513850079E1,1.781659424E-1,3.114637546E-2,-2.082295418E-1
5.514854079E1,1.837620437E-1,5.593641102E-2,-2.138264477E-1
5.515858079E1,1.826393008E-1,6.705183536E-2,-2.146077752E-1
5.516862179E1,1.721051633E-1,7.181517035E-2,-2.126860321E-1
5.517869179E1,1.566080451E-1,9.038762748E-2,-2.081823051E-1
5.518874871E1,1.299538016E-1,8.455290645E-2,-2.108742297E-1
5.519878871E1,1.085973606E-1,7.410387695E-2,-2.124918848E-1
5.520882871E1,1.009453014E-1,7.068304718E-2,-2.053096145E-1
5.521886971E1,1.039668173E-1,4.305150360E-2,-1.875026971E-1
5.522890971E1,1.333739758E-1,-1.575082541E-2,-1.553737968E-1
5.523898071E1,2.105575949E-1,-5.764584988E-2,-9.403836727E-2
5.524902071E1,3.718892336E-1,-9.995096922E-2,-1.715024374E-2
5.525906071E1,5.206532478E-1,-1.751081049E-1,-1.802798174E-2
5.526910171E1,6.201465726E-1,-2.152970731E-1,-5.026847497E-2
5.527914171E1,6.581614017E-1,-2.121104896E-1,-7.206027955E-2
5.528918171E1,6.361532807E-1,-2.027260363E-1,-8.219813555E-2
5.529925271E1,5.646705627E-1,-1.753367186E-1,-1.000899076E-1
5.530929271E1,4.658201337E-1,-1.237781867E-1,-1.201152876E-1
5.531933271E1,3.559713364E-1,-3.763911873E-2,-1.364593506E-1
5.532937371E1,2.567265034E-1,5.246467516E-2,-1.500912756E-1
5.533941371E1,1.727652699E-1,1.319238096E-1,-1.799999028E-1
5.534948471E1,1.035739556E-1,1.656298339E-1,-2.166164964E-1
5.535952471E1,5.621936172E-2,1.644179970E-1,-2.651796043E-1
5.536956471E1,2.703777701E-2,1.239001304E-1,-3.140400946E-1
5.537960571E1,4.565451294E-3,3.235719725E-2,-3.373292983E-1
5.538964571E1,3.717767075E-3,-5.436784402E-2,-3.486429155E-1
5.539968571E1,1.270573214E-2,-8.563321084E-2,-3.533166051E-1
5.540975671E1,2.507079020E-2,-8.663029224E-2,-3.388518989E-1
5.541979671E1,2.920772880E-2,-6.054500863E-2,-3.053291440E-1
5.542983771E1,1.528898440E-2,-3.505989164E-2,-2.624748945E-1
5.543987771E1,-1.273076981E-2,-3.652827442E-2,-2.111590207E-1
5.544991771E1,-4.910076410E-2,-7.686797529E-2,-1.601946503E-1
5.545998871E1,-7.461407781E-2,-1.357023120E-1,-1.276176721E-1
5.547002871E1,-8.530241251E-2,-1.956713647E-1,-1.190678626E-1
5.548006971E1,-8.373124897E-2,-2.372302115E-1,-1.365617365E-1
5.549010971E1,-8.100496978E-2,-2.319608778E-1,-1.613254100E-1
5.550014971E1,-9.318848699E-2,-2.076572180E-1,-1.844972670E-1
5.551018971E1,-1.115421951E-1,-1.725924462E-1,-2.071163058E-1
5.552026071E1,-1.269567311E-1,-1.494167894E-1,-2.094454020E-1
5.553030071E1,-1.410898566E-1,-1.675654352E-1,-1.878650188E-1
5.554034171E1,-1.337508708E-1,-2.358490974E-1,-1.392968297E-1
5.555038171E1,-8.542966843E-2,-3.056801260E-1,-9.813874960E-2
5.556042171E1,-6.072629243E-3,-3.475577235E-1,-8.349193633E-2
5.557046271E1,9.022673965E-2,-3.211282492E-1,-8.232733607E-2
5.558053271E1,1.641683728E-1,-2.514400482E-1,-8.577261120E-2
5.559057371E1,1.994280964E-1,-1.626481265E-1,-8.855853975E-2
5.560061371E1,1.864899397E-1,-6.821605563E-2,-9.099420160E-2
