"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.159480750E0,-2.141446838E0,-6.984775085E0,6.708898773E0
3.169520750E0,-2.155068512E0,-7.057673492E0,6.647975464E0
3.179561750E0,-2.149829407E0,-7.111262054E0,6.575825500E0
3.189601750E0,-2.121238861E0,-7.094646606E0,6.541696472E0
3.199641750E0,-2.069895630E0,-7.043902130E0,6.522835693E0
3.209682750E0,-2.344275055E0,-6.913523254E0,6.501729584E0
3.219752750E0,-2.305805054E0,-6.815327454E0,6.495143280E0
3.229793750E0,-2.181114349E0,-6.816824341E0,6.514902191E0
3.239833750E0,-2.203268280E0,-6.759044495E0,6.574777679E0
3.249873750E0,-2.205962677E0,-6.739435272E0,6.618486786E0
3.259913750E0,-2.187101898E0,-6.777755585E0,6.620133362E0
3.269954750E0,-2.201322327E0,-6.826703796E0,6.616091766E0
3.279994750E0,-2.220332794E0,-6.855893097E0,6.574178925E0
3.290065750E0,-2.204465790E0,-6.846163330E0,6.542444916E0
3.300105750E0,-2.183808746E0,-6.797215118E0,6.546785889E0
3.310145750E0,-2.183659058E0,-6.776857452E0,6.580465851E0
3.320186750E0,-2.164648590E0,-6.791676636E0,6.631360016E0
3.330226750E0,-2.172432404E0,-6.814878387E0,6.669530640E0
3.340266750E0,-2.190395050E0,-6.846013641E0,6.664590912E0
3.350307750E0,-2.223775635E0,-6.904691620E0,6.635251923E0
3.360377750E0,-2.214644623E0,-6.928342438E0,6.606362000E0
3.370418750E0,-2.207459564E0,-6.899302826E0,6.558461609E0
3.380458750E0,-2.165397034E0,-6.890171814E0,6.515500946E0
3.390498750E0,-2.109563141E0,-6.865323486E0,6.515650635E0
3.400538750E0,-1.873653717E0,-6.868017883E0,6.484365692E0
3.410579750E0,-2.106419678E0,-6.811884613E0,6.506968689E0
3.420650750E0,-2.307601318E0,-6.760541382E0,6.572382660E0
3.430690750E0,-2.493514709E0,-6.816974030E0,6.590794373E0
3.440730750E0,-2.324665833E0,-6.845265198E0,6.563101959E0
3.450770750E0,-2.117945709E0,-6.933431854E0,6.534810791E0
3.460811750E0,-2.227218475E0,-6.996301117E0,6.545438690E0
3.470851750E0,-2.239942017E0,-7.011269989E0,6.512507172E0
3.480891750E0,-2.209704895E0,-7.005581818E0,6.443500671E0
3.490962750E0,-2.169438629E0,-6.977290649E0,6.358627167E0
3.501002750E0,-2.134710846E0,-6.961723022E0,6.318211212E0
3.511043750E0,-2.099983063E0,-6.949747925E0,6.299799500E0
3.521083750E0,-2.055974579E0,-6.970404968E0,6.300697632E0
3.531123750E0,-2.015708313E0,-7.014114075E0,6.331683197E0
3.541163750E0,-1.991009674E0,-7.056026917E0,6.377338257E0
3.551204750E0,-1.968706055E0,-7.093898163E0,6.405479736E0
3.561275750E0,-1.960173798E0,-7.127428436E0,6.430926819E0
3.571315750E0,-1.960772552E0,-7.141499176E0,6.456822968E0
3.581355750E0,-1.999242554E0,-7.160809021E0,6.477180634E0
3.591395750E0,-2.024090881E0,-7.169191589E0,6.448590088E0
3.601436750E0,-2.090852051E0,-7.121440887E0,6.417754211E0
3.611476750E0,-2.099983063E0,-7.059170380E0,6.367458801E0
3.621547750E0,-2.070045319E0,-7.008126526E0,6.311325531E0
3.631587750E0,-2.063758392E0,-6.953490143E0,6.313870239E0
3.641627750E0,-1.960922241E0,-6.960076447E0,6.328988800E0
3.651668750E0,-1.891167297E0,-6.976093140E0,6.406677246E0
3.661708750E0,-1.891616364E0,-7.002737732E0,6.475983124E0
3.671748750E0,-1.897304535E0,-7.030729523E0,6.544989624E0
3.681788750E0,-1.865720215E0,-7.037465515E0,6.553222504E0
3.691859750E0,-1.860780487E0,-7.013964386E0,6.535708923E0
3.701900750E0,-1.854643250E0,-6.987918549E0,6.504274292E0
3.711940750E0,-1.985321503E0,-6.954088898E0,6.502328339E0
3.721980750E0,-1.604214020E0,-6.939419403E0,6.410269775E0
3.732020750E0,-1.055305481E0,-7.111262054E0,6.333030396E0
3.742061750E0,-1.754651184E0,-6.922953644E0,6.522236938E0
3.752101750E0,-2.251617737E0,-6.789281616E0,6.531218262E0
3.762172750E0,-2.400707703E0,-6.822213135E0,6.460265808E0
3.772212750E0,-2.430944824E0,-6.865323486E0,6.449637909E0
3.782252750E0,-2.207160187E0,-6.856042786E0,6.448739777E0
3.792293750E0,-1.823058929E0,-6.978188782E0,6.447242889E0
3.802333750E0,-1.872007141E0,-7.115902405E0,6.479725342E0
3.812373750E0,-1.890718231E0,-7.162006531E0,6.465654602E0
3.822444750E0,-1.832189941E0,-7.213050385E0,6.407725067E0
3.832484750E0,-1.794917450E0,-7.200027466E0,6.373446350E0
3.842525750E0,-1.782642975E0,-7.131619720E0,6.374943237E0
3.852565750E0,-1.784139862E0,-7.114854584E0,6.385870514E0
3.862605750E0,-1.805245972E0,-7.119644623E0,6.395300903E0
3.872645750E0,-1.839375000E0,-7.160509644E0,6.374643860E0
3.882686750E0,-1.876497803E0,-7.190746765E0,6.336323547E0
3.892756750E0,-1.904339905E0,-7.197333069E0,6.296506348E0
3.902797750E0,-1.934277649E0,-7.203619995E0,6.313271484E0
3.912837750E0,-1.901046753E0,-7.200326843E0,6.288572845E0
3.922876042E0,-1.886377258E0,-7.186405792E0,6.299500122E0
3.932917042E0,-1.918859711E0,-7.176077271E0,6.335126038E0
3.942957042E0,-1.945354614E0,-7.168293457E0,6.353238373E0
3.952997042E0,-1.961071930E0,-7.151378632E0,6.361022186E0
3.963068042E0,-1.960473175E0,-7.143894196E0,6.358627167E0
3.973108042E0,-1.953737183E0,-7.127578125E0,6.368356934E0
3.983149042E0,-1.966011658E0,-7.153623962E0,6.380182343E0
3.993189042E0,-1.957928467E0,-7.198380890E0,6.370602264E0
4.003229042E0,-1.944157104E0,-7.178921356E0,6.369255066E0
4.013269042E0,-1.947300568E0,-7.166197815E0,6.366860046E0
4.023340042E0,-1.936073914E0,-7.133715363E0,6.357279968E0
4.033380042E0,-1.915566559E0,-7.092401276E0,6.363267517E0
