"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.645183750E0,-5.125641174E0,-7.313940582E0,6.221063232E-1
2.655223750E0,-5.258864136E0,-7.459438019E0,3.104544067E-1
2.665264750E0,-5.287754059E0,-7.979157257E0,-8.412506104E-2
2.675304750E0,-5.216202850E0,-8.738528137E0,-4.364923096E-1
2.685344750E0,-5.062472534E0,-9.470805359E0,-6.924600220E-1
2.695415750E0,-4.809648285E0,-1.007300308E1,-8.140072632E-1
2.705455750E0,-4.449048157E0,-1.068373306E1,-7.179071045E-1
2.715496750E0,-4.012555847E0,-1.131616791E1,-6.670129395E-1
2.725536750E0,-3.401975555E0,-1.194815369E1,-4.781057739E-1
2.735576750E0,-2.652484131E0,-1.246936981E1,-2.715353394E-1
2.745617750E0,-1.994602203E0,-1.260783188E1,-2.601589966E-1
2.755687750E0,-1.405577087E0,-1.245065872E1,-4.423301697E-1
2.765728750E0,-8.607101440E-1,-1.203826630E1,-6.879693604E-1
2.775768750E0,-4.508624268E-1,-1.145013931E1,-8.607101440E-1
2.785808750E0,-1.956431580E-1,-1.087144272E1,-9.592053223E-1
2.795848750E0,-4.909790039E-2,-1.036025574E1,-9.633966064E-1
2.805919750E0,8.876541138E-2,-9.886341248E0,-9.038204956E-1
2.815960750E0,3.001258850E-1,-9.499096527E0,-1.075064392E0
2.826000750E0,5.510041809E-1,-9.205706635E0,-1.179996185E0
2.836040750E0,7.578739929E-1,-8.962612152E0,-1.432071991E0
2.846080750E0,9.978250122E-1,-8.746910706E0,-1.769320679E0
2.856121750E0,1.318757629E0,-8.469836884E0,-2.256856842E0
2.866191750E0,1.679507446E0,-8.188272400E0,-2.824925537E0
2.876232750E0,2.013912048E0,-7.836054840E0,-3.294049988E0
2.886272750E0,2.308349762E0,-7.398065643E0,-3.725303192E0
2.896312750E0,2.506238251E0,-6.925049286E0,-3.986809387E0
2.906353750E0,2.550546112E0,-6.425687714E0,-4.051025848E0
2.916393750E0,2.454445953E0,-5.986351318E0,-4.125121765E0
2.926464750E0,2.224823456E0,-5.661676483E0,-4.040847015E0
2.936504750E0,1.872905273E0,-5.469176788E0,-3.757785645E0
2.946544750E0,1.456022186E0,-5.331163788E0,-3.398083649E0
2.956563625E0,9.461824036E-1,-5.159770203E0,-2.940634918E0
2.966603625E0,3.555107117E-1,-5.012177124E0,-2.630479889E0
2.976674625E0,-2.139051819E-1,-5.063220978E0,-2.420316925E0
2.986714625E0,-7.222480774E-1,-5.285658417E0,-2.423310699E0
2.996754625E0,-1.090931396E0,-5.580694885E0,-2.630928955E0
3.006794625E0,-1.209484863E0,-5.946534119E0,-2.892584839E0
3.016835625E0,-9.327104187E-1,-6.448739777E0,-3.185675354E0
3.026875625E0,-3.849993896E-1,-7.168293457E0,-3.661835175E0
3.036946625E0,2.356100464E-1,-8.019573212E0,-4.289929047E0
3.046986625E0,8.099656677E-1,-8.948092346E0,-4.705015869E0
3.057026625E0,1.263372803E0,-9.824968872E0,-4.688999176E0
3.067067625E0,1.675016785E0,-1.053404434E1,-4.289779358E0
3.077107625E0,2.032922516E0,-1.090766739E1,-3.796105957E0
3.087178625E0,2.286046143E0,-1.100122284E1,-3.492088165E0
3.097218625E0,2.440973969E0,-1.100212097E1,-3.542233887E0
3.107258625E0,2.477198639E0,-1.095616653E1,-4.008214874E0
3.117299625E0,2.111808472E0,-1.098655334E1,-4.811893616E0
3.127339625E0,1.562001801E0,-1.109732300E1,-5.682782593E0
3.137379625E0,1.042282562E0,-1.113220047E1,-6.120472412E0
3.147450625E0,5.923182678E-1,-1.090138046E1,-6.199657745E0
3.157490625E0,2.107617188E-1,-1.034498749E1,-6.236331482E0
3.167531625E0,-2.185455322E-2,-9.964628448E0,-6.845863953E0
3.177571625E0,6.601272583E-2,-1.069615723E1,-7.398215332E0
3.187611625E0,3.606001282E-1,-1.170730453E1,-6.915618896E0
3.197651625E0,2.128573608E-1,-1.203751785E1,-5.793851624E0
3.207722625E0,-5.062472534E-1,-1.204874451E1,-4.460274811E0
3.217762625E0,-1.369951172E0,-1.182016983E1,-2.952011261E0
3.227803625E0,-2.310595093E0,-1.161539566E1,-1.710493011E0
3.237843625E0,-3.092718658E0,-1.125719055E1,-9.882449341E-1
3.247883625E0,-3.470233612E0,-1.053673874E1,-7.557783508E-1
3.257954625E0,-3.502865753E0,-9.589209137E0,-7.096742249E-1
3.267994625E0,-3.157982941E0,-8.759783936E0,-6.242019653E-1
3.278035625E0,-2.621199188E0,-8.188721466E0,-7.478448486E-1
3.288075625E0,-1.488504639E0,-7.600594482E0,-3.611988831E-1
3.298115625E0,6.436614990E-3,-7.044201508E0,4.138893127E-1
3.308156625E0,1.117725677E0,-6.641688538E0,1.145118713E0
3.318226625E0,1.728605347E0,-6.249204712E0,1.984573059E0
3.328267625E0,1.905088348E0,-5.899980927E0,2.807411957E0
3.338307625E0,1.691482544E0,-5.761369171E0,3.549418945E0
3.348347625E0,1.178050232E0,-6.027515717E0,4.365521851E0
3.358387625E0,3.070115662E-1,-6.931785278E0,4.913382568E0
3.368428625E0,-9.726773071E-1,-8.209228821E0,4.953648834E0
3.378499625E0,-2.112556915E0,-9.229357452E0,4.890330505E0
3.388539625E0,-2.972219238E0,-1.022852966E1,4.630021820E0
3.398579625E0,-3.578608246E0,-1.145238464E1,3.881727905E0
3.408619625E0,-3.982618103E0,-1.225411743E1,2.237696686E0
3.418660625E0,-4.067641296E0,-1.210637466E1,5.499563599E-1
3.428730625E0,-3.850592651E0,-1.131407227E1,-4.278103638E-1
3.438771625E0,-3.497626648E0,-1.053314621E1,-8.000862122E-1
3.448811625E0,-3.155438232E0,-1.011731094E1,-9.071136475E-1
3.458851625E0,-2.943329315E0,-1.003019211E1,-9.038204956E-1
3.468892625E0,-2.863545227E0,-1.015428406E1,-1.039438477E0
3.478932625E0,-3.166664886E0,-1.008138565E1,-1.437760162E0
3.489003625E0,-3.713627472E0,-9.750124512E0,-1.588796082E0
3.499043625E0,-4.037254486E0,-9.583820343E0,-9.701325989E-1
3.509083625E0,-3.957470398E0,-9.651629333E0,1.694476318E-1
3.519124625E0,-3.513942719E0,-9.744586029E0,1.278940430E0
3.529164625E0,-2.715353394E0,-9.712253265E0,2.010618896E0
3.539235625E0,-1.818717957E0,-9.525441742E0,2.313289490E0
3.549275625E0,-1.019380188E0,-9.279952240E0,2.329904938E0
3.559315625E0,-3.730242920E-1,-9.214388580E0,2.024240570E0
3.569355625E0,8.741821289E-2,-9.338929596E0,1.396446075E0
3.579396625E0,3.823049927E-1,-9.449549561E0,5.852828979E-1
3.589436625E0,4.761598206E-1,-9.449100494E0,-2.511776733E-1
3.599507625E0,3.606001282E-1,-9.338330841E0,-8.768765259E-1
3.609547625E0,1.137634277E-1,-9.239087219E0,-1.134790192E0
3.619587625E0,-1.158590698E-1,-9.223519592E0,-1.006806335E0
3.629628625E0,-2.255809021E-1,-9.231153717E0,-5.908213806E-1
3.639668625E0,-2.439926147E-1,-9.286688232E0,-1.294807434E-1
3.649708625E0,-2.122586060E-1,-9.334438934E0,1.896556091E-1
3.659779625E0,-1.944456482E-1,-9.352401581E0,3.194357300E-1
3.669819625E0,-2.152523804E-1,-9.310039673E0,1.733395386E-1
3.679860625E0,-3.613485718E-1,-9.237141266E0,-2.525248718E-1
3.689900625E0,-6.228547668E-1,-9.138795776E0,-6.854246521E-1
3.699940625E0,-8.783734131E-1,-9.115893402E0,-6.134243774E-1
3.710011625E0,-1.136736145E0,-9.127269745E0,-3.091072083E-1
3.720051625E0,-1.200204163E0,-9.225764923E0,-1.357676697E-1
3.730092625E0,-1.174757080E0,-9.415719910E0,1.347198486E-2
3.740132625E0,-1.071022797E0,-9.555379486E0,3.270698547E-1
3.750172625E0,-9.888436890E-1,-9.696985016E0,5.357359314E-1
3.760212625E0,-8.845106506E-1,-9.854307861E0,5.927673340E-1
3.770283625E0,-7.391629028E-1,-1.011776001E1,4.391867065E-1
3.780324625E0,-6.007008362E-1,-1.050171158E1,1.954934692E-1
3.790364625E0,-3.791615295E-1,-1.090721832E1,2.290237427E-1
3.800404625E0,-1.865121460E-1,-1.119147720E1,3.664379883E-1
3.810444625E0,-3.727249146E-2,-1.141765686E1,6.098318481E-1
3.820515625E0,4.251159668E-2,-1.149923721E1,7.753875732E-1
3.830555625E0,-3.622467041E-2,-1.134685410E1,5.939648438E-1
3.840596625E0,-1.778302002E-1,-1.100930603E1,2.514770508E-1
3.850636625E0,-4.652325439E-1,-1.062535446E1,-9.056167603E-2
3.860676625E0,-7.966433716E-1,-1.035277130E1,2.649490356E-2
3.870717625E0,-9.244775391E-1,-1.025472519E1,3.620970154E-1
3.880787625E0,-8.758287048E-1,-1.045126648E1,5.075944519E-1
3.890828625E0,-1.032552795E0,-1.090272766E1,8.572673035E-1
3.900868625E0,-1.096619568E0,-1.149534531E1,1.154848480E0
3.910908625E0,-1.119821320E0,-1.207508972E1,1.343755646E0
3.920949625E0,-1.260678406E0,-1.203886505E1,1.385369110E0
3.930989625E0,-1.247805176E0,-1.152273834E1,1.311572571E0
3.941060625E0,-1.127605133E0,-1.110091553E1,1.238524475E0
3.951100625E0,-1.016386414E0,-1.085288132E1,1.283730469E0
3.961147542E0,-9.601034546E-1,-1.060664337E1,1.498833160E0
3.971187542E0,-1.125659180E0,-1.012629227E1,1.750759277E0
3.981228542E0,-1.684297485E0,-9.589807892E0,1.739682312E0
3.991299542E0,-2.536774750E0,-9.203461304E0,1.436862030E0
